SKU*,Parent SKU,Parent SKU Colour,Name,Brand,Description(No html),Features,Specifications,Specifics,Date Added,In Stock,In Promotion,UPC/EAN,Type,"All Variation SKUs (Delimited by “,”)",Image URL,Product URL,RRP,"Current Price (A - if on promotion, promotion price used)",Product Category Full Path List
10001-Navy-M7,10001-Navy,10001-Navy-Blue,Crocs Classic Unisex Clogs - Navy - US M7/W9,Crocs,"Original. Versatile. Comfortable. It?s the iconic clog that started a comfort revolution around the world! The irreverent go-to comfort shoe that you&#39;re sure to fall deeper in love with day after day. Crocs Classic Clogs offer lightweight Iconic Crocs Comfort?, a color for every personality, and an ongoing invitation to be comfortable in your own shoes.",,,Size:US7;Best Use:Everyday;Gender:Unisex;Colour:Blue,2022-11-21 00:00:00,y,0,841158002726,Sandals,,https://www.wildearth.com.au/assets/full/10001-Navy.jpg,https://www.wildearth.com.au/buy/crocs-classic-navy-m7/10001-Navy-M7,79.99,79.99,All Products > Footwear > Shoes > Casual Shoes;All Products > Footwear > Shoes > Water Shoes
10001-Navy-M8,10001-Navy,10001-Navy-Blue,Crocs Classic Unisex Clogs - Navy - US M8/W10,Crocs,"Original. Versatile. Comfortable. It?s the iconic clog that started a comfort revolution around the world! The irreverent go-to comfort shoe that you&#39;re sure to fall deeper in love with day after day. Crocs Classic Clogs offer lightweight Iconic Crocs Comfort?, a color for every personality, and an ongoing invitation to be comfortable in your own shoes.",,,Size:US8;Best Use:Everyday;Gender:Unisex;Colour:Blue,2022-11-21 00:00:00,y,0,841158002733,Sandals,,https://www.wildearth.com.au/assets/full/10001-Navy.jpg,https://www.wildearth.com.au/buy/crocs-classic-navy-m8/10001-Navy-M8,79.99,79.99,All Products > Footwear > Shoes > Casual Shoes;All Products > Footwear > Shoes > Water Shoes
10001-Navy-M9,10001-Navy,10001-Navy-Blue,Crocs Classic Unisex Clogs - Navy - US M9/W11,Crocs,"12345 Original. Versatile. Comfortable. It?s the iconic clog that started a comfort revolution around the world! The irreverent go-to comfort shoe that you&#39;re sure to fall deeper in love with day after day. Crocs Classic Clogs offer lightweight Iconic Crocs Comfort?, a color for every personality, and an ongoing invitation to be comfortable in your own shoes.",,,Size:US9;Best Use:Everyday;Gender:Unisex;Colour:Blue,2022-11-21 00:00:00,y,0,841158002740,Sandals,,https://www.wildearth.com.au/assets/full/10001-Navy.jpg,https://www.wildearth.com.au/buy/crocs-classic-navy-m9/10001-Navy-M9,79.99,79.99,All Products > Footwear > Shoes > Casual Shoes;All Products > Footwear > Shoes > Water Shoes
100017-1165,,100017-1165,Mons Royale Olympus Womens 1/2 Zip Merino Base Layer Long Sleeve Top,Mons Royale,Ultimate warmth. Designed for the coldest days and the biggest adventure. Olympus is our warmest base layer offering unrivalled warmth to weight ratio and strategically placed mesh panels to ensure breathability. We use midweight 250 merino wool with added elastane so that Olympus will keep its shape and last longer.,"<ul>
	<li>Half-zip for ventilation</li>
	<li>Raglan sleeves for easy movement</li>
	<li>Merino mesh underarm panels</li>
	<li>Flatlocked seams to prevent friction</li>
	<li>Thumb loops.</li>
</ul>
","<p>Fabric Type: Merino Blend<br />
Weight: 250gsm<br />
Blend: 97% Merino Wool, 3% Elastane<br />
Fit: Slim</p>
",Eco Friendly:Yes;Shirt Type:Long Sleeve;B Corp:Yes;Best Use:Hiking;Clothing Type:Baselayer;Natural Fibre:Yes;Gender:Women,2025-03-05 00:00:00,y,0,,Thermals,"100017-1165-834-L,100017-1165-834-M,100017-1165-834-S",https://www.wildearth.com.au/assets/full/100017-1165.webp,https://www.wildearth.com.au/buy/mons-royale-olympus-womens-1-2-zip-merino-base-lay/100017-1165,179.95,179.95,All Products > Clothing > Bottoms > Thermals
100017-1165-834-L,100017-1165,100017-1165-Grey,Mons Royale Olympus Womens 1/2 Zip Merino Base Layer Long Sleeve Top - Glacier/Dew/Black - L,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Glacier/Dew/Black;Shirt Type:Long Sleeve;Size:L;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Grey,2025-03-05 00:00:00,y,0,9420070060086,Thermals,,https://www.wildearth.com.au/assets/full/100017-1165-834-L.webp,https://www.wildearth.com.au/buy/mons-royale-womens-olympus-merino-base-layer-1-2-z/100017-1165-834-L,179.95,179.95,All Products > Clothing > Bottoms > Thermals
100017-1165-834-M,100017-1165,100017-1165-Grey,Mons Royale Olympus Womens 1/2 Zip Merino Base Layer Long Sleeve Top - Glacier/Dew/Black - M,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Glacier/Dew/Black;Shirt Type:Long Sleeve;Size:M;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Grey,2025-03-05 00:00:00,y,0,9420070060079,Thermals,,https://www.wildearth.com.au/assets/full/100017-1165-834-M.webp,https://www.wildearth.com.au/buy/mons-royale-womens-olympus-merino-base-layer-1-2-z/100017-1165-834-M,179.95,179.95,All Products > Clothing > Bottoms > Thermals
100017-1165-834-S,100017-1165,100017-1165-Grey,Mons Royale Olympus Womens 1/2 Zip Merino Base Layer Long Sleeve Top - Glacier/Dew/Black - S,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Glacier/Dew/Black;Shirt Type:Long Sleeve;Size:S;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Grey,2025-03-05 00:00:00,y,0,9420070060062,Thermals,,https://www.wildearth.com.au/assets/full/100017-1165-834-S.webp,https://www.wildearth.com.au/buy/mons-royale-womens-olympus-merino-base-layer-1-2-z/100017-1165-834-S,179.95,179.95,All Products > Clothing > Bottoms > Thermals
100019-1169,,100019-1169,Mons Royale Olympus Womens Merino Base Layer Leggings test 123,Mons Royale,Ultimate warmth. Designed for the coldest days and the biggest adventure. Olympus is our warmest baselayer offering unrivalled warmth to weight ratio and strategically placed mesh panels to ensure breathability. We use midweight 250 merino wool with added elastane so that Olympus will keep its shape and last longer.,"<ul>
	<li>Full length baselayer Leggings</li>
	<li>Flatlocked seams to prevent friction</li>
	<li>Merino mesh panels behind knee</li>
</ul>
","<p>Fabric Type: Merino Blend<br />
Weight: 250gsm<br />
Blend: 97% Merino Wool, 3% Elastane<br />
Fit: Slim</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Clothing Type:Baselayer;Natural Fibre:Yes,2025-03-05 00:00:00,y,0,,Thermals,"100019-1169-001-L,100019-1169-001-M,100019-1169-001-S",https://www.wildearth.com.au/assets/full/100019-1169.webp,https://www.wildearth.com.au/buy/mons-royale-olympus-womens-merino-base-layer-leggi/100019-1169,139.95,139.95,All Products > Clothing > Bottoms > Thermals
100019-1169-001-L,100019-1169,100019-1169-Black,Mons Royale Olympus Womens Merino Base Layer Leggings - Black - L,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Size:L;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2025-03-05 00:00:00,y,0,9420070006893,Thermals,,https://www.wildearth.com.au/assets/full/100019-1169-001-L.webp,https://www.wildearth.com.au/buy/mons-royale-womens-olympus-merino-base-layer-leggi/100019-1169-001-L,139.95,139.95,All Products > Clothing > Bottoms > Thermals
100019-1169-001-M,100019-1169,100019-1169-Black,Mons Royale Olympus Womens Merino Base Layer Leggings - Black - M,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Size:M;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2025-03-05 00:00:00,y,0,9420070006886,Thermals,,https://www.wildearth.com.au/assets/full/100019-1169-001-M.webp,https://www.wildearth.com.au/buy/mons-royale-womens-olympus-merino-base-layer-leggi/100019-1169-001-M,139.95,139.95,All Products > Clothing > Bottoms > Thermals
100019-1169-001-S,100019-1169,100019-1169-Black,Mons Royale Olympus Womens Merino Base Layer Leggings - Black - S,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Size:S;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2025-03-05 00:00:00,n,0,9420070006879,Thermals,,https://www.wildearth.com.au/assets/full/100019-1169-001-S.webp,https://www.wildearth.com.au/buy/mons-royale-womens-olympus-merino-base-layer-leggi/100019-1169-001-S,139.95,139.95,All Products > Clothing > Bottoms > Thermals
100022-1169,,100022-1169,Mons Royale Yotei Womens Merino Long Sleeve Top,Mons Royale,"The original loose fitting base layer with 100% natural warmth. The technical performance of merino matched with uncompromised style, the Yotei can be worn on its own or over a base layer. Made using our 100% Merino, which is warm, breathable and odour resistant.","<ul>
	<li>Mons standard fit</li>
	<li>First layer fit, base layer warmth</li>
	<li>Long length</li>
	<li>Thumb loops.</li>
</ul>
","<p>Fabric Type: 100% Merino Wool<br />
Weight: 190gsm<br />
Blend: 100% Merino Wool<br />
Fit: Standard</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Shirt Type:Long Sleeve;Clothing Type:Casual;Natural Fibre:Yes,2025-03-05 00:00:00,y,0,,T-Shirts,"100022-1169-334-L,100022-1169-334-M,100022-1169-334-S,100022-1169-598-L,100022-1169-598-M,100022-1169-598-S,100022-1169-724-L,100022-1169-724-M,100022-1169-724-S,100022-1169-724-XL,100022-1169-820-L,100022-1169-820-M,100022-1169-820-S",https://www.wildearth.com.au/assets/full/100022-1169.webp,https://www.wildearth.com.au/buy/mons-royale-yotei-ls-womens-t-shirt/100022-1169,159.95,159.95,All Products > Clothing > Tops > T-Shirts
100022-1169-820-L,100022-1169,100022-1169-Grey,Mons Royale Yotei Womens Merino Long Sleeve Top - Glacier/Dew - L,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Glacier/Dew;Shirt Type:Long Sleeve;Size:L;Clothing Type:Casual;Natural Fibre:Yes;Colour:Grey,2025-03-05 00:00:00,y,0,9420070060185,T-Shirts,,https://www.wildearth.com.au/assets/full/100022-1169-820-L.webp,https://www.wildearth.com.au/buy/mons-royale-womens-yotei-merino-long-sleeve-glacie/100022-1169-820-L,159.95,159.95,All Products > Clothing > Tops > T-Shirts
100022-1169-820-M,100022-1169,100022-1169-Grey,Mons Royale Yotei Womens Merino Long Sleeve Top - Glacier/Dew - M,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Glacier/Dew;Shirt Type:Long Sleeve;Size:M;Clothing Type:Casual;Natural Fibre:Yes;Colour:Grey,2025-03-05 00:00:00,y,0,9420070060178,T-Shirts,,https://www.wildearth.com.au/assets/full/100022-1169-820-M.webp,https://www.wildearth.com.au/buy/mons-royale-womens-yotei-merino-long-sleeve-glacie/100022-1169-820-M,159.95,159.95,All Products > Clothing > Tops > T-Shirts
100022-1169-820-S,100022-1169,100022-1169-Grey,Mons Royale Yotei Womens Merino Long Sleeve Top - Glacier/Dew - S,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Glacier/Dew;Shirt Type:Long Sleeve;Size:S;Clothing Type:Casual;Natural Fibre:Yes;Colour:Grey,2025-03-05 00:00:00,y,0,9420070060161,T-Shirts,,https://www.wildearth.com.au/assets/full/100022-1169-820-S.webp,https://www.wildearth.com.au/buy/mons-royale-womens-yotei-merino-long-sleeve-glacie/100022-1169-820-S,159.95,159.95,All Products > Clothing > Tops > T-Shirts
100028-1165,,100028-1165,Mons Royale Bella Tech Womens Hoodie,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.","<ul>
	<li>Merino Air-Con 140</li>
	<li>Mons slim fit</li>
	<li>Zip hood for ease of venting</li>
	<li>Breathable merino mesh back</li>
	<li>Raglan sleeves and flatlocked seams</li>
	<li>Drop tail for extra coverage</li>
	<li>Thumb loops</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Clothing Type:Casual;Natural Fibre:Yes,2023-05-04 00:00:00,y,0,,Jackets,"100028-1165-001-L,100028-1165-001-M,100028-1165-001-S,100028-1165-001-XL,100028-1165-001-XS,100028-1165-638-L,100028-1165-638-M,100028-1165-638-S,100028-1165-765-L,100028-1165-765-M,100028-1165-765-S",https://www.wildearth.com.au/assets/full/100028-1165.jpg,https://www.wildearth.com.au/buy/mons-royale-bella-tech-merino-baselayer-womens-hoo/100028-1165,159.95,159.95,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > Hoodies & Sweatshirts
100028-1165-001-L,100028-1165,100028-1165-Black,Mons Royale Bella Tech Merino Baselayer Womens Hoodie - Black - L,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.","<ul>
	<li>Merino Air-Con 140</li>
	<li>Mons slim fit</li>
	<li>Zip hood for ease of venting</li>
	<li>Breathable merino mesh back</li>
	<li>Raglan sleeves and flatlocked seams</li>
	<li>Drop tail for extra coverage</li>
	<li>Thumb loops</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Size:L;Clothing Type:Fleece;Natural Fibre:Yes;Colour:Black,2022-06-24 00:00:00,y,0,9420057482825,Jackets,,https://www.wildearth.com.au/assets/full/100028-1165-001-L.jpg,https://www.wildearth.com.au/buy/womens-bella-tech-hood-black-l/100028-1165-001-L,159.95,159.95,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > Hoodies & Sweatshirts
100028-1165-001-M,100028-1165,100028-1165-Black,Mons Royale Bella Tech Merino Baselayer Womens Hoodie - Black - M,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.","<ul>
	<li>Merino Air-Con 140</li>
	<li>Mons slim fit</li>
	<li>Zip hood for ease of venting</li>
	<li>Breathable merino mesh back</li>
	<li>Raglan sleeves and flatlocked seams</li>
	<li>Drop tail for extra coverage</li>
	<li>Thumb loops</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Size:M;Clothing Type:Fleece;Natural Fibre:Yes;Colour:Black,2022-06-24 00:00:00,y,0,9420057482818,Jackets,,https://www.wildearth.com.au/assets/full/100028-1165-001-M.jpg,https://www.wildearth.com.au/buy/womens-bella-tech-hood-black-m/100028-1165-001-M,159.95,159.95,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > Hoodies & Sweatshirts
100028-1165-001-S,100028-1165,100028-1165-Black,Mons Royale Bella Tech Merino Baselayer Womens Hoodie - Black - S,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.","<ul>
	<li>Merino Air-Con 140</li>
	<li>Mons slim fit</li>
	<li>Zip hood for ease of venting</li>
	<li>Breathable merino mesh back</li>
	<li>Raglan sleeves and flatlocked seams</li>
	<li>Drop tail for extra coverage</li>
	<li>Thumb loops</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Size:S;Clothing Type:Fleece;Natural Fibre:Yes;Colour:Black,2022-06-24 00:00:00,n,0,9420057482801,Jackets,,https://www.wildearth.com.au/assets/full/100028-1165-001-S.jpg,https://www.wildearth.com.au/buy/womens-bella-tech-hood-black-s/100028-1165-001-S,159.95,159.95,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > Hoodies & Sweatshirts
100028-1165-001-XL,100028-1165,100028-1165-Black,Mons Royale Bella Tech Merino Womens Hoodie - Black - XL,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.","<ul>
	<li>Merino Air-Con 140</li>
	<li>Mons slim fit</li>
	<li>Zip hood for ease of venting</li>
	<li>Breathable merino mesh back</li>
	<li>Raglan sleeves and flatlocked seams</li>
	<li>Drop tail for extra coverage</li>
	<li>Thumb loops</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Size:XL;Clothing Type:Casual;Natural Fibre:Yes;Colour:Black,2022-08-24 00:00:00,y,0,9420057482832,Jackets,,https://www.wildearth.com.au/assets/full/100028-1165-001-XL.jpg,https://www.wildearth.com.au/buy/mons-royale-bella-womens-tech-hood-black-xl/100028-1165-001-XL,159.95,159.95,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > Hoodies & Sweatshirts
100028-1165-001-XS,100028-1165,100028-1165-Black,Mons Royale Bella Tech Merino Womens Hoodie - Black - XS,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.","<ul>
	<li>Merino Air-Con 140</li>
	<li>Mons slim fit</li>
	<li>Zip hood for ease of venting</li>
	<li>Breathable merino mesh back</li>
	<li>Raglan sleeves and flatlocked seams</li>
	<li>Drop tail for extra coverage</li>
	<li>Thumb loops</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Size:XS;Clothing Type:Casual;Natural Fibre:Yes;Colour:Black,2023-05-04 00:00:00,n,0,9420057482795,Jackets,,https://www.wildearth.com.au/assets/full/100028-1165-001-XS.jpg,https://www.wildearth.com.au/buy/mons-royale-bella-womens-tech-hood-black-xs/100028-1165-001-XS,159.95,159.95,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > Hoodies & Sweatshirts
100029-1165,,100029-1165,Mons Royale Bella Tech Womens Merino Long Sleeve Shirt,Mons Royale,"Bella is an active base layer designed for year-round conditions. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.","<ul>
	<li>Breathable Merino Air-Con mesh back panel</li>
	<li>Raglan sleeves for extra mobility</li>
	<li>Dropped tail hem for extra coverage</li>
	<li>Contoured side body</li>
	<li>Thumb loops.</li>
</ul>
","<p>Fit: Slim<br />
Fabric Type: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Shirt Type:Long Sleeve;Clothing Type:Baselayer;Natural Fibre:Yes,2024-09-13 00:00:00,y,0,,T-Shirts,"100029-1165-001-L,100029-1165-001-M,100029-1165-001-S,100029-1165-001-XL,100029-1165-001-XS,100029-1165-587-L,100029-1165-587-M,100029-1165-587-S,100029-1165-638-L,100029-1165-638-M,100029-1165-638-S,100029-1165-638-XL,100029-1165-767-L,100029-1165-767-M,100029-1165-767-S,100029-1165-816-L,100029-1165-816-M,100029-1165-816-S,100029-2165-717-L,100029-2165-717-M,100029-2165-717-S,100029-2165-738-L,100029-2165-738-M,100029-2165-738-S",https://www.wildearth.com.au/assets/full/100029-1165.jpg,https://www.wildearth.com.au/buy/mons-royale-bella-tech-merino-womens-ls-t-shirt/100029-1165,500,500,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > T-Shirts
100029-1165-001-L,100029-1165,100029-1165-Black,Mons Royale Bella Tech Merino Womens LS T-Shirt - Black - L,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.",<ul> 	<li>Breathable Merino Air-Con mesh back panel</li> 	<li>Raglan sleeves for extra mobility</li> 	<li>Dropped tail hem for extra coverage</li> 	<li>Contoured side body</li> 	<li>Thumb loops</li> </ul>,<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Shirt Type:Long Sleeve;Size:L;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2022-06-29 00:00:00,y,0,9420057482924,T-Shirts,,https://www.wildearth.com.au/assets/full/100029-1165-001-L.jpg,https://www.wildearth.com.au/buy/womens-bella-tech-ls-black-l/100029-1165-001-L,500,500,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > T-Shirts
100029-1165-001-M,100029-1165,100029-1165-Black,Mons Royale Bella Tech Merino Womens LS T-Shirt - Black - M,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.",<ul> 	<li>Breathable Merino Air-Con mesh back panel</li> 	<li>Raglan sleeves for extra mobility</li> 	<li>Dropped tail hem for extra coverage</li> 	<li>Contoured side body</li> 	<li>Thumb loops</li> </ul>,<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Shirt Type:Long Sleeve;Size:M;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2022-06-29 00:00:00,y,0,9420057482917,T-Shirts,,https://www.wildearth.com.au/assets/full/100029-1165-001-M.jpg,https://www.wildearth.com.au/buy/womens-bella-tech-ls-black-m/100029-1165-001-M,500,500,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > T-Shirts
100029-1165-001-S,100029-1165,100029-1165-Black,Mons Royale Bella Tech Merino Womens LS T-Shirt - Black - S,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.",<ul> 	<li>Breathable Merino Air-Con mesh back panel</li> 	<li>Raglan sleeves for extra mobility</li> 	<li>Dropped tail hem for extra coverage</li> 	<li>Contoured side body</li> 	<li>Thumb loops</li> </ul>,<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Shirt Type:Long Sleeve;Size:S;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2022-06-29 00:00:00,n,0,9420057482900,T-Shirts,,https://www.wildearth.com.au/assets/full/100029-1165-001-S.jpg,https://www.wildearth.com.au/buy/womens-bella-tech-ls-black-s/100029-1165-001-S,500,500,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > T-Shirts
100029-1165-001-XL,100029-1165,100029-1165-Black,Mons Royale Bella Tech Merino Womens Long Sleeve Shirt - Black - XL,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Shirt Type:Long Sleeve;Size:XL;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2024-03-13 00:00:00,y,0,9420057482931,T-Shirts,,https://www.wildearth.com.au/assets/full/100029-1165-001-XL.jpg,https://www.wildearth.com.au/buy/mons-royale-womens-bella-tech-ls-black-xl/100029-1165-001-XL,500,500,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > T-Shirts
100029-1165-001-XS,100029-1165,100029-1165-Black,Mons Royale Bella Tech Merino Womens LS T-Shirt - Black - XS,Mons Royale,"Bella Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit silhouette and is packed with features to deliver performance in all conditions. Bella Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.",<ul> 	<li>Breathable Merino Air-Con mesh back panel</li> 	<li>Raglan sleeves for extra mobility</li> 	<li>Dropped tail hem for extra coverage</li> 	<li>Contoured side body</li> 	<li>Thumb loops</li> </ul>,<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Black;Shirt Type:Long Sleeve;Size:XS;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2022-06-29 00:00:00,n,0,9420057482894,T-Shirts,,https://www.wildearth.com.au/assets/full/100029-1165-001-XS.jpg,https://www.wildearth.com.au/buy/womens-bella-tech-ls-black-xs/100029-1165-001-XS,500,500,All Products > Clothing > Tops > Thermals;All Products > Clothing > Tops > T-Shirts
10003157-BLK-L,D10003157,D10003157-Green,Dakine Leather Titan GTX Mens Short Snowboard & Ski Gloves - Black - L 1234,Dakine,,,,Best Use:Snow;Gender:Men;Colours:Black;Size:L;Colour:Green,2024-12-05 00:00:00,y,0,610934364316,Gloves,,https://www.wildearth.com.au/assets/full/10003157-BLK-L.jpg,https://www.wildearth.com.au/buy/dakine-leather-titan-gore-tex-short-glove-black-l/10003157-BLK-L,159.99,159.99,All Products > Clothing > Clothing Accessories > Gloves;All Products > Snow > Snow Gloves & Socks
10003157-BLK-M,D10003157,D10003157-Green,Dakine Leather Titan GTX Mens Short Snowboard & Ski Gloves - Black - M,Dakine,,,,Best Use:Snow;Gender:Men;Colours:Black;Size:M;Colour:Green,2024-12-05 00:00:00,y,0,610934364378,Gloves,,https://www.wildearth.com.au/assets/full/10003157-BLK-M.jpg,https://www.wildearth.com.au/buy/dakine-leather-titan-gore-tex-short-glove-black-m/10003157-BLK-M,159.99,159.99,All Products > Clothing > Clothing Accessories > Gloves;All Products > Snow > Snow Gloves & Socks
